 诺基亚5230	 2013-04-17 230903	 省电，相对安卓。然后就没了。。。。	 好慢，扫描500多首歌用了10分钟。。。我去，软件安装也慢，反正一个字，慢。但是考虑到400mhz的U达到这样的水平我应该写到优点里去吧，	 诺基亚放弃塞班真不明智，塞班继续改改，还是能够非常好用的，可惜现在诺基亚越来越烂了
 苹果iPhone 5（32GB）	 2013-02-26 140924	 机身加长变薄，手感很好，电池对比起4S也耐用了很多，散热的话可能我的4S越过狱，随便玩玩游戏就非常热，5的话热的温度没有4S高，其他小型游戏不容易热，散热没话说，我很早买的是V版的，白色，用了几个月，目前感觉很好，开始游戏有黑边框确实很纳闷，现在行货上市后很多支持I5的游戏也出了，横屏操作的手感，比4S顺手，总之，在4S之后的5也有很多胜过4S的优点，屏幕显示就很明显的比4S清晰，像素颜色更亮丽，速度也快，总之苹果的IOS系统是目前智能机中，感觉最好的。其实5不越狱游戏也很多，就是下载起来麻烦.还有同款的游戏一个是要钱，一个是免费的，区别就是付费的画面更加清晰真实，还有比起我越过狱的4S系统稳定。个人感觉越了狱的苹果的确很强大，但是系统，电池这方面就不是很给力，呵呵。有利有弊吧，现在换了5，再用4S的话，实体感受是真的不习惯。不说它有多高端多牛B，就说性能各方面的实在话，苹果绝对行。	 系统越狱和不越狱，两者有很多的矛盾，越了狱电池不耐用，时间久了系统会死机，这两个环节要回到那个步骤都很麻烦，刷了机，就什么都没了，不刷机，电话久了死机厉害，反应慢。没越狱的每次下载软件游戏都要输密码，，，还有就是千遍一律的铃声，不越狱不能换，这些都是苹果放没做好的地方所以才会有钻它空子的《越狱>导致。还有360既然下架，对客户冷淡的态度，让人很失望，最起码要先发表下通知之类的告知客户，	 总体还可以，大品牌嘛，这些细节因该改进，苹果说实话真的很棒，但是这些矛盾的环节有待改善。
 苹果iPhone 5（32GB）	 2013-02-23 110751	 行货没出时就买了A版  1、流畅度比4s好很多 不明白说4s好的人啥心态 估计很对没用过5吧 2、紫光不对着灯照不会出现  3、我的是白色 裸奔三个月 也没掉漆  4、屏幕4寸 感觉刚刚好 太大个人感觉就不叫手机了 5、像素够用就行了 毕竟不是相机 像素那么高 一张照片好几M 不占内存么 	 1、部分软件还是不支持ip5  丁丁优惠 支付宝 银行客户端 的 2、app store太恶心 快播下线 360也没了 	 不只是为了装b 你值得拥有 
 苹果iPhone 5（32GB）	 2013-02-22 202642	 首先我不得不说ios的系统真的很流畅 安卓四核的手机都会有卡顿现象 真的差很远 本次iphone 在厚度上控制在7.6mm  轻薄方便携带	 照相有提升但不明显 要是用f2.0光圈就好了 电池不够耐用 手机不戴套 容易沾染污垢和刮伤  带套又增加厚度.....2..iphone不越狱真的没法用3.长度拉长 单手操作增加点困难 4wifi掉线倒是没发现 不过wifi连接有限制安全级 	 抛掉这些缺点 iphone无疑是当下最流畅智能机 
 苹果iPhone 5（32GB）	 2013-02-22 120741	 苹果5这部手机，个人觉得它的外形就很漂亮，简单但不失个性，机子机身轻，颜色搭配协调，方便携带，大小个人觉得也刚好合适，反正一只手能搞定，IOS的系统想必用过的朋友都应该能认可，很流畅，没有卡顿现象，我用的是港行16G，已越狱，软件游戏多，而且下载很方便，速度也很快，人性化已经够用，再多就是鸡肋，语音识别率高，动作也快，所以这部手机还是比较完美的！	 黑色版机身颜色容易掉，因为是材质的问题，电池确实不给力，基本上班去的话要带上充电器或充电宝，车充个人建议由车一族还是要必有，整个机身的材质有点点偏软。	 总体来说，I5这部手机是一部出色的手机，虽然它有缺点，但是依然很好，系统的出色，外形的魅力，如果你用的是I5，你们请保护好它，买个保护壳，贴个好点的膜，其实就可以解决它掉漆和护屏的问题，所以没有什么东西是完美的，手机有什么缺点的话，我们机主是完全可以想到解决办法的，因为保护自己的手机又不是什么高科技的问题对吧，这部手机如果经济实力允许的话，是可以入手的，因为确实很好用，IOS的界面简单明了，买了它就要学会爱护它。
 苹果iPhone 5（32GB）	 2013-02-21 100137	 1?流畅没有越狱非常流畅，后台任务也很好没有卡顿现象2?新版耳机很棒，带进去很舒服，但是低音方面依旧不明显3?照像头很给力，前置摄像头也够用	 1wifi不是很好，玩梦幻蛋糕师竟然回不流畅因为网	 我的iphone5是别人送的，所以还算很值，就是不敢带到学校怕丢
 苹果iPhone 5（32GB）	 2013-02-20 212420	 外形的确更犀利了 重量还合适 一如既往的流畅 蛮有手感 暂时没发现掉漆现象 拍照没有出现紫色光晕之类的。	 下载太慢了 硬伤 地图没多大作用。	 总体还行吧 行货不支持4G网 不过目前国内也用不了。。
 苹果iPhone 5（32GB）	 2013-02-20 150014	 很轻薄，虽然长点儿，但是感觉比4s舒服，系统很流畅，显示效果非常棒，Siri虽然支持中文了，但也不是所想的那么神奇，用了十几天尚未发现掉漆现象。	 wifi有时不稳定，系统已经升级到6.1，尚未有什么改变，常用软件已经兼容iphone5，有些软件至今仍未兼容，用的时候会有黑边。	 用起来很流畅，总体不错，掉漆没有别人说的那么严重，4s上的卡自己修改调整一下就装进去了，怕掉漆买个壳装上就行了，没那么可怕。
 苹果iPhone 5（32GB）	 2013-02-20 132838	 我是第一次用的苹果 之前一直在用三星 ios真心比安卓好用 完全没法比 屏幕分辨率不错 色彩也适中 三星的屏幕看的太华丽了 像素不错 应付日常足够了 你要真想照相买个单反去 别在这瞎比比  玩游戏什么的 完全不卡 非常流畅 而且很多设置非常人性化 用的很顺手 掉漆这个问题 我买的是白色的 到现在用了也半个月了 完全没有任何要掉漆的迹象 我看下边评论的什么死机信号差打电话打不出去云云的 反正我用着半个月完全没有这种情况发生 看以后吧 电池的话 一天也就 不过市场上现在的智能机也基本都是这样吧 总之很满意	 没越狱下东西好麻烦 而且APP连网速度好慢啊 	 总之是一款非常不错的手机 直接剪卡就能用了 真心比安卓的好用 值得入手。
 苹果iPhone 5（32GB）	 2013-02-20 115722	 系统华丽简约，完美的操作体验，屏幕还原比较好，不同与安卓的触控灵敏度。我觉得5的配置对于现在来说足够用了。没有必要盲目烧硬件，这点苹果做的很好，把重心放在用户软件体验上。	 变长之后觉得单手操作手指累，不太好握。倒不是够不到触屏。相机较4s没什么太大变化。我买的黑色港版，掉漆而言我还没遇到，这个没有网上说的那么夸张，其实保护的好一点没那么容易掉的，买个保护壳最好。如果担心掉漆厉害，我觉得没有太大必要必要。	 iphone5没有令我失望。期待新作。
 苹果iPhone 5（32GB）	 2013-02-19 225102	   外观好看。iOS系统流畅操作简单。	 后面的磨砂漆喷的不好有明显颗粒残留 wifi掉线不自动连接（锁不锁都掉） wifi下载速度极慢。在哪都一样， 剪卡有点麻烦。   还有税太高了。 尼玛370%的税呀。坑人呢。 还有大家说的掉漆我这没发现。不过我一直在观察	 总体来说这款手机配不上他的价格。问题太多。建议大家不要买这款手机。看看下一代iphone出什么
 苹果iPhone 5（32GB）	 2013-02-19 144437	 1.长了一点的造型看久了就顺眼了，真心比4和4S轻2.速度的确快了3.当初32G的touch和4S都被我莫名其妙地塞的有点，怎么说，没有满，但是用量上的数据不好看的前提下64G真心好	 1.有些应用有黑边2.自从升级了iOS6以后4、4S、5的电量果断都不行了，4S升级了iOS6.1.1也不行，如果完全放那里不用，待机，四天充一次，就发发短信微信就变成两天了，真心受不了，都不敢去碰应用了	 除了电量，一切都好
 苹果iPhone 5（32GB）	 2013-02-19 105244	 WCDMA 16g 黑 联通的  5888，2012年末 入手  一月开始用的 感觉还行 流畅性 比4 确实好很多的 因为没用过4s 不知道4s 流畅性如何 我要是不玩wifi  大概待机两天没问题 但是玩游戏上网 我得一天就完了重新更新下就能用电信版早知道买水的三网通用也可以	 听说掉漆 但是还是选择黑色 掉就掉吧 我就喜欢黑色 不过我至今用到这里 是没掉 我估计只要不磕了 不碰了 不摔了 就没事 保护好壳子 就ok 的 声音音响 凑合 像素还行吧 也那么回事 iphoneqq 输入法用着卡 但是不是手机卡 手机发信息时候没事 可能qq 的毛病吧 	 最后依旧选择没越狱 越狱不越狱的对我来说 没什么大用 游戏比较少 
 苹果iPhone 5（32GB）	 2013-02-15 163220	 4寸视网膜屏幕不错,6.1的系统用户体验好,A6处理器牛X	 费电,价格有点小贵，用APP STORE下应用慢，改变不大，没有苹果的味道了。	 手机不错，只要改变缺点5288很有买点
 苹果iPhone 5（32GB）	 2013-02-14 001330	 iOS所有的优点，16：9的屏幕看电影很爽，机子很轻，个人认为比我的i4有型，A6处理器很流畅，基本上我下的所有软件都对I5优化了	 可能是我运气不好，搞到个暖屏的，但是网上对苹果的缺点一定是夸大了，用了两个月没掉漆，没紫光，没wifi信号问题	 对于初次用苹果和iPhone4以前的用户是个不错的选择，iPhone4s不建议升级
 苹果iPhone 5（32GB）	 2013-02-13 223159	 外观设计的审美情趣和内在功能的完美结合是苹果独树一帜的看家本领 在i5身上体现的尤为突出  外壳设计理念确实与众不同  系统界面美观 操作体会相当好 电池纯待机7天(只有少量电话和短信)  至于掉漆问题 如果正常使用不产生强力碰擦以及接触酸碱性液体是不会掉漆的  	 自带的播放器支持的视频格式太少 	 绝对是一款实用的工艺品级的手机  苹果的实力不容置疑 超越苹果没那么容易 
 苹果iPhone 5（32GB）	 2013-02-13 190330	 最大优点：品牌！其次：系统性能。此处省略5万字~对于此‘神器’的优点，打6星都不为过。	 缺点有很多，大家都说的差不多了，归根结底，还是厂家没把消费者当回事！！！对于这类价格不菲的尖端产品，很多缺陷和不足，完全是在生产的时候可以避免的，但是为了利益最大化，厂家选择做了奸商。如果老布有知，会不会老泪纵横？	 最懂手机和最不懂手机的消费者都在中国。相信大家伙也知道，大多数iphone的用户都是富有之人，别说5K的价格，5W对于真正买得起的人来说，也是小意思。这类用户不讲究吊丝所说的【性价比】。大街上拿着果牌机器只会打电话和发信息听听音乐的不在少数，发烧玩的为数不多。本人总结一点：米足的肯定要买一部，不解释。没米的坚决反对省吃俭用去买，真的没必要。
